,Date,MaxTemperature,MaxTemperatureNormal,MaxTemperatureDeparture,MinTemperature,MinTemperatureNormal,MinTemperatureDeparture,AvgTemperature,AvgTemperatureNormal,AvgTemperatureDeparture,PrecipitationNormal,PrecipitationDeparture,Snowfall,SnowfallNormal,SnowfallDeparture,SnowDepth,HDD,HDDNormal,HDDDeparture,CDD,CDDNormal,CDDDeparture,GDD,Precipitation,Year,Month,Day
9653,6/6/06,76,77.1,-1.1,54,54.3,-0.3,65,65.7,-0.7,0.17,-0.17,0,0,0,0,0,2,-2,0,3,-3,15,0,2006,6,6
9654,6/7/06,63,77.3,-14.3,56,54.7,1.3,59.5,66,-6.5,0.17,0.98,0,0,0,0,5,2,3,0,3,-3,10,1.15,2006,6,7
9655,6/8/06,64,77.6,-13.6,56,55,1,60,66.3,-6.3,0.17,-0.11,0,0,0,0,5,2,3,0,3,-3,10,0.06,2006,6,8
9656,6/9/06,70,77.9,-7.9,59,55.4,3.6,64.5,66.6,-2.1,0.16,0.01,0,0,0,0,0,2,-2,0,4,-4,15,0.17,2006,6,9
9657,6/10/06,65,78.2,-13.2,54,55.7,-1.7,59.5,66.9,-7.4,0.16,0.2,0,0,0,0,5,2,3,0,4,-4,10,0.36,2006,6,10
9658,6/11/06,73,78.5,-5.5,51,56,-5,62,67.3,-5.3,0.16,-0.16,0,0,0,0,3,2,1,0,4,-4,12,0,2006,6,11
9659,6/12/06,79,78.7,0.3,50,56.4,-6.4,64.5,67.6,-3.1,0.16,-0.16,0,0,0,0,0,2,-2,0,4,-4,15,0,2006,6,12
9660,6/13/06,84,79,5,61,56.7,4.3,72.5,67.9,4.6,0.15,-0.15,0,0,0,0,0,1,-1,8,4,4,23,0,2006,6,13
9661,6/14/06,81,79.3,1.7,58,57,1,69.5,68.2,1.3,0.15,1.72,0,0,0,0,0,1,-1,5,4,1,20,1.87,2006,6,14
9662,6/15/06,80,79.6,0.4,60,57.3,2.7,70,68.5,1.5,0.15,-0.04,0,0,0,0,0,1,-1,5,5,0,20,0.11,2006,6,15
9663,6/16/06,86,79.9,6.1,52,57.7,-5.7,69,68.8,0.2,0.15,-0.15,0,0,0,0,0,1,-1,4,5,-1,19,0,2006,6,16
9664,6/17/06,73,80.1,-7.1,55,58,-3,64,69,-5,0.13,-0.07,0,0,0,0,1,1,0,0,5,-5,14,0.06,2006,6,17
9665,6/18/06,94,80.4,13.6,59,58.3,0.7,76.5,69.3,7.2,0.14,-0.14,0,0,0,0,0,1,-1,12,5,7,27,0,2006,6,18
9666,6/19/06,90,80.7,9.3,65,58.6,6.4,77.5,69.6,7.9,0.14,0.05,0,0,0,0,0,1,-1,13,5,8,28,0.19,2006,6,19
9667,6/20/06,85,80.9,4.1,65,58.9,6.1,75,69.9,5.1,0.13,-0.13,0,0,0,0,0,1,-1,10,6,4,25,0,2006,6,20
9668,6/21/06,82,81.2,0.8,59,59.1,-0.1,70.5,70.1,0.4,0.12,-0.12,0,0,0,0,0,1,-1,6,6,0,21,0,2006,6,21
9669,6/22/06,85,81.4,3.6,63,59.4,3.6,74,70.4,3.6,0.12,-0.11,0,0,0,0,0,1,-1,9,6,3,24,0.01,2006,6,22
9670,6/23/06,90,81.6,8.4,69,59.7,9.3,79.5,70.7,8.8,0.12,0.19,0,0,0,0,0,0,0,15,6,9,30,0.31,2006,6,23
9671,6/24/06,72,81.9,-9.9,69,59.9,9.1,70.5,70.9,-0.4,0.12,0.58,0,0,0,0,0,0,0,6,6,0,21,0.7,2006,6,24
9672,6/25/06,72,82.1,-10.1,68,60.2,7.8,70,71.1,-1.1,0.12,0.56,0,0,0,0,0,0,0,5,6,-1,20,0.68,2006,6,25
9673,6/26/06,80,82.3,-2.3,68,60.4,7.6,74,71.4,2.6,0.12,0.18,0,0,0,0,0,0,0,9,7,2,24,0.3,2006,6,26
9674,6/27/06,85,82.5,2.5,72,60.6,11.4,78.5,71.6,6.9,0.12,-0.12,0,0,0,0,0,0,0,14,7,7,29,0,2006,6,27
9675,6/28/06,83,82.7,0.3,70,60.9,9.1,76.5,71.8,4.7,0.12,0.97,0,0,0,0,0,0,0,12,7,5,27,1.09,2006,6,28
9676,6/29/06,82,82.9,-0.9,69,61.1,7.9,75.5,72,3.5,0.11,-0.04,0,0,0,0,0,0,0,11,7,4,26,0.07,2006,6,29
9677,6/30/06,81,83.1,-2.1,61,61.3,-0.3,71,72.2,-1.2,0.12,-0.12,0,0,0,0,0,0,0,6,7,-1,21,0,2006,6,30
9678,7/1/06,86,83.3,2.7,58,61.4,-3.4,72,72.4,-0.4,0.11,-0.11,0,0,0,0,0,0,0,7,8,-1,22,0,2006,7,1
9679,7/2/06,89,83.5,5.5,68,61.6,6.4,78.5,72.5,6,0.12,-0.12,0,0,0,0,0,0,0,14,8,6,29,0,2006,7,2
9680,7/3/06,89,83.6,5.4,71,61.8,9.2,80,72.7,7.3,0.11,-0.01,0,0,0,0,0,0,0,15,8,7,30,0.1,2006,7,3
9681,7/4/06,87,83.8,3.2,70,61.9,8.1,78.5,72.9,5.6,0.12,-0.12,0,0,0,0,0,0,0,14,8,6,29,0,2006,7,4
9682,7/5/06,82,83.9,-1.9,69,62.1,6.9,75.5,73,2.5,0.12,-0.12,0,0,0,0,0,0,0,11,8,3,26,0,2006,7,5
9683,7/6/06,80,84,-4,59,62.2,-3.2,69.5,73.1,-3.6,0.12,0.01,0,0,0,0,0,0,0,5,8,-3,20,0.13,2006,7,6
9684,7/7/06,83,84.2,-1.2,55,62.3,-7.3,69,73.2,-4.2,0.12,-0.12,0,0,0,0,0,0,0,4,8,-4,19,0,2006,7,7
9685,7/8/06,84,84.3,-0.3,61,62.4,-1.4,72.5,73.4,-0.9,0.12,-0.12,0,0,0,0,0,0,0,8,8,0,23,0,2006,7,8
9686,7/9/06,87,84.4,2.6,67,62.5,4.5,77,73.5,3.5,0.13,-0.13,0,0,0,0,0,0,0,12,9,3,27,0,2006,7,9
9687,7/10/06,86,84.5,1.5,65,62.6,2.4,75.5,73.6,1.9,0.13,-0.13,0,0,0,0,0,0,0,11,9,2,26,0,2006,7,10
9688,7/11/06,87,84.6,2.4,68,62.7,5.3,77.5,73.6,3.9,0.13,0.26,0,0,0,0,0,0,0,13,9,4,28,0.39,2006,7,11
9689,7/12/06,80,84.6,-4.6,67,62.8,4.2,73.5,73.7,-0.2,0.14,0.03,0,0,0,0,0,0,0,9,9,0,24,0.17,2006,7,12
9690,7/13/06,84,84.7,-0.7,67,62.9,4.1,75.5,73.8,1.7,0.14,-0.14,0,0,0,0,0,0,0,11,9,2,26,0,2006,7,13
9691,7/14/06,91,84.7,6.3,64,62.9,1.1,77.5,73.8,3.7,0.14,-0.14,0,0,0,0,0,0,0,13,9,4,28,0,2006,7,14
9692,7/15/06,86,84.8,1.2,68,63,5,77,73.9,3.1,0.14,-0.14,0,0,0,0,0,0,0,12,9,3,27,0,2006,7,15
9693,7/16/06,94,84.8,9.2,69,63,6,81.5,73.9,7.6,0.13,-0.13,0,0,0,0,0,0,0,17,9,8,32,0,2006,7,16
9694,7/17/06,96,84.9,11.1,70,63,7,83,73.9,9.1,0.14,-0.14,0,0,0,0,0,0,0,18,9,9,33,0,2006,7,17
9695,7/18/06,96,84.9,11.1,74,63.1,10.9,85,74,11,0.14,-0.02,0,0,0,0,0,0,0,20,9,11,35,0.12,2006,7,18
9696,7/19/06,87,84.9,2.1,65,63.1,1.9,76,74,2,0.14,-0.13,0,0,0,0,0,0,0,11,9,2,26,0.01,2006,7,19
9697,7/20/06,86,84.9,1.1,62,63.1,-1.1,74,74,0,0.13,-0.13,0,0,0,0,0,0,0,9,9,0,24,0,2006,7,20
9698,7/21/06,89,84.9,4.1,70,63.1,6.9,79.5,74,5.5,0.14,-0.14,0,0,0,0,0,0,0,15,9,6,30,0,2006,7,21
9699,7/22/06,80,84.9,-4.9,69,63.1,5.9,74.5,74,0.5,0.14,0.18,0,0,0,0,0,0,0,10,9,1,25,0.32,2006,7,22
9700,7/23/06,77,84.9,-7.9,62,63.1,-1.1,69.5,74,-4.5,0.14,-0.14,0,0,0,0,0,0,0,5,9,-4,20,0,2006,7,23
9701,7/24/06,86,84.8,1.2,56,63.1,-7.1,71,74,-3,0.14,-0.14,0,0,0,0,0,0,0,6,9,-3,21,0,2006,7,24
9702,7/25/06,88,84.8,3.2,65,63.1,1.9,76.5,73.9,2.6,0.14,-0.14,0,0,0,0,0,0,0,12,9,3,27,0,2006,7,25
9703,7/26/06,89,84.8,4.2,68,63,5,78.5,73.9,4.6,0.15,0.47,0,0,0,0,0,0,0,14,9,5,29,0.62,2006,7,26
9704,7/27/06,90,84.7,5.3,70,63,7,80,73.9,6.1,0.14,-0.14,0,0,0,0,0,0,0,15,9,6,30,0,2006,7,27
9705,7/28/06,91,84.7,6.3,70,63,7,80.5,73.8,6.7,0.16,0.12,0,0,0,0,0,0,0,16,9,7,31,0.28,2006,7,28
9706,7/29/06,93,84.7,8.3,67,62.9,4.1,80,73.8,6.2,0.15,-0.15,0,0,0,0,0,0,0,15,9,6,30,0,2006,7,29
9707,7/30/06,90,84.6,5.4,67,62.9,4.1,78.5,73.7,4.8,0.16,-0.16,0,0,0,0,0,0,0,14,9,5,29,0,2006,7,30
9708,7/31/06,91,84.5,6.5,61,62.8,-1.8,76,73.7,2.3,0.15,-0.15,0,0,0,0,0,0,0,11,9,2,26,0,2006,7,31
9709,8/1/06,97,84.5,12.5,73,62.8,10.2,85,73.6,11.4,0.15,-0.15,0,0,0,0,0,0,0,20,9,11,35,0,2006,8,1
9710,8/2/06,100,84.4,15.6,74,62.7,11.3,87,73.6,13.4,0.15,-0.15,0,0,0,0,0,0,0,22,9,13,37,0,2006,8,2
9711,8/3/06,97,84.3,12.7,78,62.7,15.3,87.5,73.5,14,0.15,-0.15,0,0,0,0,0,0,0,23,9,14,38,0,2006,8,3
9712,8/4/06,87,84.2,2.8,74,62.6,11.4,80.5,73.4,7.1,0.15,0.13,0,0,0,0,0,0,0,16,8,8,31,0.28,2006,8,4
9713,8/5/06,89,84.2,4.8,65,62.5,2.5,77,73.3,3.7,0.14,-0.14,0,0,0,0,0,0,0,12,8,4,27,0,2006,8,5
9714,8/6/06,85,84.1,0.9,58,62.5,-4.5,71.5,73.3,-1.8,0.15,-0.15,0,0,0,0,0,0,0,7,8,-1,22,0,2006,8,6
9715,8/7/06,89,84,5,68,62.4,5.6,78.5,73.2,5.3,0.15,-0.1,0,0,0,0,0,0,0,14,8,6,29,0.05,2006,8,7
9716,8/8/06,85,83.9,1.1,61,62.3,-1.3,73,73.1,-0.1,0.14,-0.14,0,0,0,0,0,0,0,8,8,0,23,0,2006,8,8
9717,8/9/06,84,83.8,0.2,54,62.2,-8.2,69,73,-4,0.14,-0.14,0,0,0,0,0,0,0,4,8,-4,19,0,2006,8,9
9718,8/10/06,88,83.7,4.3,62,62.1,-0.1,75,72.9,2.1,0.14,-0.14,0,0,0,0,0,0,0,10,8,2,25,0,2006,8,10
9719,8/11/06,79,83.6,-4.6,56,62,-6,67.5,72.8,-5.3,0.14,-0.14,0,0,0,0,0,0,0,3,8,-5,18,0,2006,8,11
9720,8/12/06,78,83.5,-5.5,47,61.9,-14.9,62.5,72.7,-10.2,0.12,-0.12,0,0,0,0,2,0,2,0,8,-8,13,0,2006,8,12
9721,8/13/06,80,83.3,-3.3,47,61.8,-14.8,63.5,72.6,-9.1,0.13,-0.13,0,0,0,0,1,0,1,0,8,-8,14,0,2006,8,13
9722,8/14/06,86,83.2,2.8,53,61.7,-8.7,69.5,72.4,-2.9,0.14,-0.14,0,0,0,0,0,0,0,5,8,-3,20,0,2006,8,14
9723,8/15/06,83,83.1,-0.1,66,61.5,4.5,74.5,72.3,2.2,0.13,0.71,0,0,0,0,0,0,0,10,8,2,25,0.84,2006,8,15
9724,8/16/06,85,82.9,2.1,59,61.4,-2.4,72,72.2,-0.2,0.12,-0.12,0,0,0,0,0,0,0,7,7,0,22,0,2006,8,16
9725,8/17/06,85,82.8,2.2,59,61.3,-2.3,72,72,0,0.13,-0.13,0,0,0,0,0,0,0,7,7,0,22,0,2006,8,17
9726,8/18/06,85,82.6,2.4,62,61.1,0.9,73.5,71.9,1.6,0.12,-0.12,0,0,0,0,0,0,0,9,7,2,24,0,2006,8,18
9727,8/19/06,84,82.5,1.5,62,60.9,1.1,73,71.7,1.3,0.13,0.07,0,0,0,0,0,0,0,8,7,1,23,0.2,2006,8,19
9728,8/20/06,88,82.3,5.7,69,60.8,8.2,78.5,71.6,6.9,0.12,0.76,0,0,0,0,0,0,0,14,7,7,29,0.88,2006,8,20
9729,8/21/06,81,82.2,-1.2,64,60.6,3.4,72.5,71.4,1.1,0.12,-0.12,0,0,0,0,0,0,0,8,7,1,23,0,2006,8,21
9730,8/22/06,85,82,3,54,60.4,-6.4,69.5,71.2,-1.7,0.11,-0.11,0,0,0,0,0,0,0,5,7,-2,20,0,2006,8,22
9731,8/23/06,84,81.8,2.2,62,60.2,1.8,73,71,2,0.12,-0.12,0,0,0,0,0,0,0,8,6,2,23,0,2006,8,23
9732,8/24/06,79,81.6,-2.6,59,60,-1,69,70.8,-1.8,0.11,-0.11,0,0,0,0,0,0,0,4,6,-2,19,0,2006,8,24
9733,8/25/06,66,81.4,-15.4,62,59.8,2.2,64,70.6,-6.6,0.12,0.32,0,0,0,0,1,0,1,0,6,-6,14,0.44,2006,8,25
9734,8/26/06,71,81.2,-10.2,61,59.6,1.4,66,70.4,-4.4,0.1,0.1,0,0,0,0,0,1,-1,1,6,-5,16,0.2,2006,8,26
9735,8/27/06,65,81,-16,58,59.4,-1.4,61.5,70.2,-8.7,0.11,0.86,0,0,0,0,3,1,2,0,6,-6,12,0.97,2006,8,27
9736,8/28/06,77,80.8,-3.8,58,59.1,-1.1,67.5,69.9,-2.4,0.1,-0.1,0,0,0,0,0,1,-1,3,6,-3,18,0,2006,8,28
9737,8/29/06,67,80.5,-13.5,62,58.9,3.1,64.5,69.7,-5.2,0.1,0.4,0,0,0,0,0,1,-1,0,5,-5,15,0.5,2006,8,29
9738,8/30/06,81,80.3,0.7,60,58.6,1.4,70.5,69.5,1,0.1,-0.1,0,0,0,0,0,1,-1,6,5,1,21,0,2006,8,30
9739,8/31/06,75,80,-5,51,58.3,-7.3,63,69.2,-6.2,0.1,-0.1,0,0,0,0,2,1,1,0,5,-5,13,0,2006,8,31
9740,9/1/06,73,79.8,-6.8,54,58,-4,63.5,68.9,-5.4,0.11,-0.11,0,0,0,0,1,1,0,0,5,-5,14,0,2006,9,1
9741,9/2/06,68,79.5,-11.5,59,57.8,1.2,63.5,68.6,-5.1,0.11,-0.05,0,0,0,0,1,1,0,0,5,-5,14,0.06,2006,9,2
9742,9/3/06,75,79.2,-4.2,58,57.5,0.5,66.5,68.4,-1.9,0.1,0.37,0,0,0,0,0,1,-1,2,5,-3,17,0.47,2006,9,3
9743,9/4/06,76,79,-3,57,57.1,-0.1,66.5,68.1,-1.6,0.11,-0.11,0,0,0,0,0,1,-1,2,4,-2,17,0,2006,9,4
9744,9/5/06,70,78.7,-8.7,56,56.8,-0.8,63,67.7,-4.7,0.11,-0.08,0,0,0,0,2,1,1,0,4,-4,13,0.03,2006,9,5
9745,9/6/06,77,78.4,-1.4,57,56.5,0.5,67,67.4,-0.4,0.1,-0.09,0,0,0,0,0,1,-1,2,4,-2,17,0.01,2006,9,6
9746,9/7/06,80,78.1,1.9,54,56.1,-2.1,67,67.1,-0.1,0.11,-0.11,0,0,0,0,0,2,-2,2,4,-2,17,0,2006,9,7
9747,9/8/06,84,77.7,6.3,53,55.8,-2.8,68.5,66.8,1.7,0.11,-0.11,0,0,0,0,0,2,-2,4,4,0,19,0,2006,9,8
9748,9/9/06,85,77.4,7.6,58,55.4,2.6,71.5,66.4,5.1,0.12,-0.04,0,0,0,0,0,2,-2,7,3,4,22,0.08,2006,9,9
9749,9/10/06,70,77.1,-7.1,52,55.1,-3.1,61,66.1,-5.1,0.11,-0.11,0,0,0,0,4,2,2,0,3,-3,11,0,2006,9,10
9750,9/11/06,70,76.7,-6.7,45,54.7,-9.7,57.5,65.7,-8.2,0.12,-0.12,0,0,0,0,7,2,5,0,3,-3,8,0,2006,9,11
9751,9/12/06,71,76.4,-5.4,40,54.3,-14.3,55.5,65.3,-9.8,0.12,-0.12,0,0,0,0,9,3,6,0,3,-3,6,0,2006,9,12
9752,9/13/06,69,76,-7,45,53.9,-8.9,57,65,-8,0.12,-0.12,0,0,0,0,8,3,5,0,3,-3,7,0,2006,9,13
9753,9/14/06,66,75.7,-9.7,56,53.5,2.5,61,64.6,-3.6,0.14,0.11,0,0,0,0,4,3,1,0,3,-3,11,0.25,2006,9,14
9754,9/15/06,74,75.3,-1.3,63,53.1,9.9,68.5,64.2,4.3,0.13,0.64,0,0,0,0,0,3,-3,4,2,2,19,0.77,2006,9,15
9755,9/16/06,82,74.9,7.1,59,52.7,6.3,70.5,63.8,6.7,0.14,-0.14,0,0,0,0,0,3,-3,6,2,4,21,0,2006,9,16
9756,9/17/06,80,74.5,5.5,55,52.3,2.7,67.5,63.4,4.1,0.13,-0.13,0,0,0,0,0,4,-4,3,2,1,18,0,2006,9,17
9757,9/18/06,83,74.1,8.9,57,51.8,5.2,70,63,7,0.14,-0.14,0,0,0,0,0,4,-4,5,2,3,20,0,2006,9,18
9758,9/19/06,81,73.8,7.2,63,51.4,11.6,72,62.6,9.4,0.14,-0.08,0,0,0,0,0,4,-4,7,2,5,22,0.06,2006,9,19
9759,9/20/06,74,73.4,0.6,53,51,2,63.5,62.2,1.3,0.15,-0.15,0,0,0,0,1,4,-3,0,2,-2,14,0,2006,9,20
9760,9/21/06,67,73,-6,45,50.6,-5.6,56,61.8,-5.8,0.13,-0.13,0,0,0,0,9,5,4,0,2,-2,6,0,2006,9,21
9761,9/22/06,72,72.6,-0.6,40,50.1,-10.1,56,61.3,-5.3,0.14,-0.14,0,0,0,0,9,5,4,0,1,-1,6,0,2006,9,22
9762,9/23/06,74,72.2,1.8,56,49.7,6.3,65,60.9,4.1,0.14,-0.12,0,0,0,0,0,5,-5,0,1,-1,15,0.02,2006,9,23
9763,9/24/06,82,71.8,10.2,58,49.3,8.7,70,60.5,9.5,0.15,-0.15,0,0,0,0,0,6,-6,5,1,4,20,0,2006,9,24
9764,9/25/06,69,71.3,-2.3,51,48.8,2.2,60,60.1,-0.1,0.14,-0.14,0,0,0,0,5,6,-1,0,1,-1,10,0,2006,9,25
9765,9/26/06,71,70.9,0.1,46,48.4,-2.4,58.5,59.7,-1.2,0.15,-0.15,0,0,0,0,6,6,0,0,1,-1,9,0,2006,9,26
9766,9/27/06,72,70.5,1.5,41,48,-7,56.5,59.2,-2.7,0.15,-0.15,0,0,0,0,8,7,1,0,1,-1,7,0,2006,9,27
9767,9/28/06,74,70.1,3.9,52,47.5,4.5,63,58.8,4.2,0.15,-0.15,0,0,0,0,2,7,-5,0,1,-1,13,0,2006,9,28
9768,9/29/06,66,69.7,-3.7,43,47.1,-4.1,54.5,58.4,-3.9,0.15,0.35,0,0,0,0,10,7,3,0,1,-1,5,0.5,2006,9,29
9769,9/30/06,65,69.3,-4.3,37,46.7,-9.7,51,58,-7,0.16,-0.16,0,0,0,0,14,8,6,0,1,-1,1,0,2006,9,30
9770,10/1/06,63,68.9,-5.9,50,46.3,3.7,56.5,57.6,-1.1,0.15,1.42,0,0,0,0,8,8,0,0,1,-1,7,1.57,2006,10,1
9771,10/2/06,69,68.5,0.5,46,45.9,0.1,57.5,57.2,0.3,0.16,-0.16,0,0,0,0,7,8,-1,0,1,-1,8,0,2006,10,2
9772,10/3/06,78,68.1,9.9,46,45.5,0.5,62,56.8,5.2,0.14,-0.14,0,0,0,0,3,9,-6,0,1,-1,12,0,2006,10,3
9773,10/4/06,79,67.7,11.3,53,45.1,7.9,66,56.4,9.6,0.15,-0.14,0,0,0,0,0,9,-9,1,1,0,16,0.01,2006,10,4
9774,10/5/06,69,67.3,1.7,47,44.7,2.3,58,56,2,0.15,-0.12,0,0,0,0,7,10,-3,0,1,-1,8,0.03,2006,10,5
9775,10/6/06,61,66.9,-5.9,44,44.3,-0.3,52.5,55.6,-3.1,0.16,-0.16,0,0,0,0,12,10,2,0,0,0,3,0,2006,10,6
9776,10/7/06,66,66.5,-0.5,42,43.9,-1.9,54,55.2,-1.2,0.15,-0.15,0,0,0,0,11,10,1,0,0,0,4,0,2006,10,7
9777,10/8/06,70,66.1,3.9,36,43.5,-7.5,53,54.8,-1.8,0.15,-0.15,0,0,0,0,12,11,1,0,0,0,3,0,2006,10,8
9778,10/9/06,82,65.7,16.3,42,43.1,-1.1,62,54.4,7.6,0.15,-0.15,0,0,0,0,3,11,-8,0,0,0,12,0,2006,10,9
9779,10/10/06,74,65.3,8.7,47,42.8,4.2,60.5,54,6.5,0.15,-0.15,0,0,0,0,4,11,-7,0,0,0,11,0,2006,10,10
9780,10/11/06,64,64.9,-0.9,50,42.4,7.6,57,53.7,3.3,0.15,1.29,0,0,0,0,8,12,-4,0,0,0,7,1.44,2006,10,11
9781,10/12/06,71,64.5,6.5,49,42.1,6.9,60,53.3,6.7,0.15,0.41,0,0,0,0,5,12,-7,0,0,0,10,0.56,2006,10,12
9782,10/13/06,56,64.1,-8.1,34,41.8,-7.8,45,52.9,-7.9,0.15,-0.15,0,0,0,0,20,12,8,0,0,0,0,0,2006,10,13
9783,10/14/06,60,63.8,-3.8,29,41.4,-12.4,44.5,52.6,-8.1,0.14,-0.14,0,0,0,0,20,13,7,0,0,0,0,0,2006,10,14
9784,10/15/06,60,63.4,-3.4,32,41.1,-9.1,46,52.2,-6.2,0.15,-0.15,0,0,0,0,19,13,6,0,0,0,0,0,2006,10,15
9785,10/16/06,61,63,-2,31,40.8,-9.8,46,51.9,-5.9,0.14,-0.14,0,0,0,0,19,13,6,0,0,0,0,0,2006,10,16
9786,10/17/06,53,62.6,-9.6,35,40.5,-5.5,44,51.6,-7.6,0.14,0.22,0,0,0,0,21,14,7,0,0,0,0,0.36,2006,10,17
9787,10/18/06,72,62.3,9.7,49,40.2,8.8,60.5,51.2,9.3,0.14,0.04,0,0,0,0,4,14,-10,0,0,0,11,0.18,2006,10,18
9788,10/19/06,64,61.9,2.1,48,39.9,8.1,56,50.9,5.1,0.13,-0.13,0,0,0,0,9,14,-5,0,0,0,6,0,2006,10,19
9789,10/20/06,65,61.5,3.5,40,39.6,0.4,52.5,50.6,1.9,0.14,0.25,0,0,0,0,12,14,-2,0,0,0,3,0.39,2006,10,20
9790,10/21/06,56,61.2,-5.2,39,39.4,-0.4,47.5,50.3,-2.8,0.14,-0.14,0,0,0,0,17,15,2,0,0,0,0,0,2006,10,21
9791,10/22/06,56,60.8,-4.8,31,39.1,-8.1,43.5,50,-6.5,0.14,-0.14,0,0,0,0,21,15,6,0,0,0,0,0,2006,10,22
9792,10/23/06,55,60.5,-5.5,41,38.8,2.2,48,49.7,-1.7,0.13,-0.11,0,0,0,0,17,15,2,0,0,0,0,0.02,2006,10,23
9793,10/24/06,51,60.1,-9.1,42,38.6,3.4,46.5,49.3,-2.8,0.13,-0.13,0,0,0,0,18,16,2,0,0,0,0,0,2006,10,24
9794,10/25/06,53,59.8,-6.8,41,38.3,2.7,47,49,-2,0.13,-0.13,0,0,0,0,18,16,2,0,0,0,0,0,2006,10,25
9795,10/26/06,51,59.4,-8.4,31,38.1,-7.1,41,48.7,-7.7,0.13,-0.13,0,0,0,0,24,16,8,0,0,0,0,0,2006,10,26
9796,10/27/06,52,59,-7,27,37.9,-10.9,39.5,48.5,-9,0.13,-0.05,0,0,0,0,25,17,8,0,0,0,0,0.08,2006,10,27
9797,10/28/06,64,58.7,5.3,44,37.6,6.4,54,48.2,5.8,0.13,1.92,0,0,0,0,11,17,-6,0,0,0,4,2.05,2006,10,28
9798,10/29/06,54,58.3,-4.3,44,37.4,6.6,49,47.9,1.1,0.12,-0.12,0,0.1,-0.1,0,16,17,-1,0,0,0,0,0,2006,10,29
9799,10/30/06,60,58,2,40,37.2,2.8,50,47.6,2.4,0.13,-0.13,0,0,0,0,15,17,-2,0,0,0,0,0,2006,10,30
9800,10/31/06,68,57.6,10.4,34,36.9,-2.9,51,47.3,3.7,0.12,-0.12,0,0,0,0,14,18,-4,0,0,0,1,0,2006,10,31
9801,11/1/06,66,57.2,8.8,44,36.7,7.3,55,47,8,0.13,-0.09,0,0,0,0,10,18,-8,0,0,0,5,0.04,2006,11,1
9802,11/2/06,52,56.9,-4.9,30,36.5,-6.5,41,46.7,-5.7,0.13,0.09,0,0.1,-0.1,0,24,18,6,0,0,0,0,0.22,2006,11,2
9803,11/3/06,47,56.5,-9.5,31,36.3,-5.3,39,46.4,-7.4,0.13,-0.13,0,0,0,0,26,19,7,0,0,0,0,0,2006,11,3
9804,11/4/06,47,56.2,-9.2,24,36.1,-12.1,35.5,46.1,-10.6,0.12,-0.12,0,0,0,0,29,19,10,0,0,0,0,0,2006,11,4
9805,11/5/06,49,55.8,-6.8,23,35.9,-12.9,36,45.8,-9.8,0.12,-0.12,0,0.1,-0.1,0,29,19,10,0,0,0,0,0,2006,11,5
9806,11/6/06,59,55.4,3.6,28,35.6,-7.6,43.5,45.5,-2,0.13,-0.13,0,0,0,0,21,19,2,0,0,0,0,0,2006,11,6
9807,11/7/06,60,55,5,32,35.4,-3.4,46,45.2,0.8,0.13,-0.13,0,0.1,-0.1,0,19,20,-1,0,0,0,0,0,2006,11,7
9808,11/8/06,56,54.7,1.3,50,35.2,14.8,53,44.9,8.1,0.12,1.57,0,0,0,0,12,20,-8,0,0,0,3,1.69,2006,11,8
9809,11/9/06,70,54.3,15.7,47,35,12,58.5,44.6,13.9,0.13,-0.13,0,0,0,0,6,20,-14,0,0,0,9,0,2006,11,9
9810,11/10/06,59,53.9,5.1,39,34.7,4.3,49,44.3,4.7,0.12,-0.12,0,0.1,-0.1,0,16,21,-5,0,0,0,0,0,2006,11,10
9811,11/11/06,66,53.5,12.5,33,34.5,-1.5,49.5,44,5.5,0.12,-0.12,0,0,0,0,15,21,-6,0,0,0,0,0,2006,11,11
9812,11/12/06,61,53.1,7.9,51,34.3,16.7,56,43.7,12.3,0.12,0.54,0,0.1,-0.1,0,9,21,-12,0,0,0,6,0.66,2006,11,12
9813,11/13/06,56,52.7,3.3,50,34,16,53,43.4,9.6,0.13,-0.1,0,0,0,0,12,22,-10,0,0,0,3,0.03,2006,11,13
9814,11/14/06,58,52.3,5.7,49,33.8,15.2,53.5,43,10.5,0.13,-0.11,0,0.1,-0.1,0,11,22,-11,0,0,0,4,0.02,2006,11,14
9815,11/15/06,64,51.9,12.1,54,33.5,20.5,59,42.7,16.3,0.13,-0.13,0,0.1,-0.1,0,6,22,-16,0,0,0,9,0,2006,11,15
9816,11/16/06,70,51.5,18.5,58,33.3,24.7,64,42.4,21.6,0.13,0.58,0,0,0,0,1,23,-22,0,0,0,14,0.71,2006,11,16
9817,11/17/06,67,51.1,15.9,45,33,12,56,42,14,0.13,0.01,0,0.1,-0.1,0,9,23,-14,0,0,0,6,0.14,2006,11,17
9818,11/18/06,51,50.7,0.3,37,32.7,4.3,44,41.7,2.3,0.14,-0.14,0,0,0,0,21,23,-2,0,0,0,0,0,2006,11,18
9819,11/19/06,49,50.3,-1.3,37,32.5,4.5,43,41.4,1.6,0.14,-0.14,0,0.1,-0.1,0,22,24,-2,0,0,0,0,0,2006,11,19
9820,11/20/06,42,49.9,-7.9,33,32.2,0.8,37.5,41,-3.5,0.13,-0.13,0,0.1,-0.1,0,27,24,3,0,0,0,0,0,2006,11,20
9821,11/21/06,44,49.4,-5.4,26,31.9,-5.9,35,40.7,-5.7,0.14,-0.14,0,0.1,-0.1,0,30,24,6,0,0,0,0,0,2006,11,21
